id,title,permalink,thumbnail_625,number_serves,total_time,active_time
179576,Mustard Braised Beef,http://www.seriouseats.com/recipes/2011/11/mustard-braised-beef-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111115MustardBraisedBeef-thumb-625xauto-199556.jpg,4,"3 hours and 15 minutes, plus overnight marination",15 minutes
179590,The Woodsman Tavern's Hunting Vest,http://www.seriouseats.com/recipes/2011/11/hunting-vest-recipe-woodsman-tavern-old-pal-cocktail-variation.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111118woodsmantavernoldpalhuntingvest-thumb-625xauto-200436.jpg,1,"2 weeks, 3 minutes",3 minutes
179599,Bacon Mincemeat Pie,http://www.seriouseats.com/recipes/2011/11/modern-mincemeat-pie-with-bacon-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111102-177675-modern-mince-pie-610x458-33-thumb-625xauto-199583.jpg,8,3 days,2 hours
179623,Chicken Salad with Tahini-Yogurt Dressing,http://www.seriouseats.com/recipes/2011/11/chicken-salad-with-tahini-yogurt-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111115-dt-chicken-salad-with-tahini-yogurt-dressing-thumb-625xauto-199608.jpg,4,30 minutes,15 minutes
179661,DIY Irish Cream,http://www.seriouseats.com/recipes/2011/11/diy-irish-cream-homemade-baileys-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111115-179654-diyvsbuy-irishcream-thumb-625xauto-200192.jpg,About 4 cups,2 hours and 10 minutes,10 minutes
179677,Roasted Chicken Noodle Soup,http://www.seriouseats.com/recipes/2011/11/roasted-chicken-noodle-soup-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111115-seriousentertaining-forasickfriend-soup-thumb-625xauto-199682.jpg,10,one hour 10 minutes.,30 minutes
179697,Grilled Turkey Breast With Cranberry Stuffing,http://www.seriouseats.com/recipes/2011/11/grilling-turkey-breast-with-cranberry-stuffin.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111115-179697-stuffed-turkey-breasts-thumb-625xauto-199708.jpg,serves 4,2 hours,1 hour
17970,Procrastination Picadillo,http://www.seriouseats.com/recipes/2008/03/procrastination-picadillo.html,http://www.seriouseats.com/recipes/assets_c/2009/09/20080321-picadillo-thumb-625xauto-1972.jpg,"6, probably takes you less time than it took me",,
179722,Mayi Shang Shu (Pork with Mung Bean Threads)  ,http://www.seriouseats.com/recipes/2011/11/mayi-shang-shiu-pork-with-mung-bean-threads.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111115-127355-dinner-tonight-mayi-shang-shiu-thumb-625xauto-199750.jpg,4 people,1 hour,30 minutes
17978,Dinner Tonight: Pork Tenderloin à la Mexicana,http://www.seriouseats.com/recipes/2008/03/dinner-tonight-pork-tenderloin-a-al-mexicana.html,http://www.seriouseats.com/recipes/assets_c/2009/09/20080320tenderloinmexicana-thumb-625xauto-49533.jpg,4,,
179814,Golfeados (Venezuelan Sticky Buns),http://www.seriouseats.com/recipes/2011/11/golfeados-venezuelan-sticky-buns-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111118-127677-Dulces-Golfeados-PRIMARY-thumb-625xauto-199868.jpg,Makes 12 buns,"3 hours, 40 minutes",1 hour
179884,Lemon Ginger Marmalade,http://www.seriouseats.com/recipes/2011/11/lemon-ginger-marmalade-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111120-179883-preserved-lemon-ginger-marmalade-primary-thumb-625xauto-200075.jpg,5 half-pints,1 1/2 hours,1 hour
179887,Sweet Potato Cake with Toasted Marshmallow Frosting,http://www.seriouseats.com/recipes/2011/11/sweet-potato-cake-with-toasted-marshmallow-frosting-thanksgiving-dessert-alternative-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111122-127677-LTE-Sweet-Potato-Cake-PRIMARY-thumb-625xauto-200012.jpg,Serves 12 to 15,"4 hours, 30 minutes","1 hour, 30 minutes"
179905,Cider Custard Pie,http://www.seriouseats.com/recipes/2011/11/cider-custard-pie-mormon-cookery-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111116-179889-cider-custard-pie-thumb-625xauto-200045.jpg,Serves 8,1 1/2 hours,45 minutes
179910,The Secret Ingredient (Turmeric): Gobi Gobi,http://www.seriouseats.com/recipes/2011/11/the-secret-ingredient-turmeric-gobi-gobi.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111117TurmericCauliflower-thumb-625xauto-200050.jpg,serves 2 to 4,20 minutes,8 minutes
179923,Rolled Marshmallow Fondant,http://www.seriouseats.com/recipes/2011/11/marshmallow-rolled-fondant-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111102-179926-rolled-marshmallow-fondant-610x458-26-thumb-625xauto-200298.jpg,Makes about 2 pounds of fondant,2 hours,30 minutes
17993,Essentials: Stuffed Eggs,http://www.seriouseats.com/recipes/2008/03/essentials-alice-waters-stuffed-deviled-eggs-recipe.html,http://www.seriouseats.com/recipes/assets_c/2009/09/deviledeggs-thumb-625xauto-49525.jpg,12 half eggs,,
179954,Chocolate Cranberry Nanaimo Bars,http://www.seriouseats.com/recipes/2011/11/chocolate-cranberry-nanaimo-bars-cookies-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111121-179954-crannanaim-thumb-625xauto-200161.jpg,Serves 36,3 hours (includes cooling),30 minutes
17996,Fort Washington Flip,http://www.seriouseats.com/recipes/2008/03/time-for-a-drink-fort-washington-flip-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/01/20110127ftwashington-thumb-625xauto-133898.jpg,makes 1 cocktail,2 minutes,2 minutes
179995,Mulled Cider,http://www.seriouseats.com/recipes/2011/11/how-to-make-mulled-cider.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111117-3nonalcoholicholidaypunches-mulledcider-thumb-625xauto-200162.jpg,serves 8,40 minutes,10 minutes
179996,Booze-Free Cranberry Orange Punch,http://www.seriouseats.com/recipes/2011/11/cranberry-orange-punch-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111117-3nonalcoholicholidaypunches-cranberryorangepunch-thumb-625xauto-200165.jpg,8 servings,,
180000,Fizzy Pear Ginger Punch,http://www.seriouseats.com/recipes/2011/11/fizzy-pear-ginger-punch-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111117-3nonalcoholicholidaypunches-fizzygingerpearpunch-thumb-625xauto-200168.jpg,10 to 12 servings,1 hour,15 minutes
18002,"Dinner Tonight: Pan Roasted Chicken with Olives, Capers, and Vermouth",http://www.seriouseats.com/recipes/2008/03/dinner-tonight-pan-roasted-chicken-with-olives-capers-and-vermouth-recipe.html,http://www.seriouseats.com/recipes/assets_c/2009/09/20080321-dinnertonight-chicken-thumb-625xauto-49517.jpg,2,,
180023,Brown Butter and Sage Sweet Potato Casserole ,http://www.seriouseats.com/recipes/2011/11/brown-butter-sage-sweet-potato-casserole-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111118bravetartcasserole-thumb-625xauto-200414.jpg,serves 8,24 hours,45 minutes
180025,"Sunday Supper: Beef, Onion and Porter Stew",http://www.seriouseats.com/recipes/2011/11/beef-onion-and-porter-stew.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111119-180025-sunday-supper-beef-onion-porter-stew-thumb-625xauto-200204.jpg,Serves 4,1 hour 30 minutes,25 minutes
180027,Sunday Brunch: Hangtown Fry,http://www.seriouseats.com/recipes/2011/11/hangtown-fry-oyster-eggs-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111119-180027-sunday-brunch-hangtown-fry-primary-thumb-625xauto-200483.jpg,Serves 2,30 minutes,30 minutes
18012,The Cartoon Kitchen: Braised Pork Chops,http://www.seriouseats.com/recipes/2008/03/the-cartoon-kitchen-braised-pork-chops.html,http://www.seriouseats.com/recipes/assets_c/2009/09/20080323-cartoonkitchen-thumb-625xauto-49510.jpg,,,
180128,Glazed Orange Pound Cake,http://www.seriouseats.com/recipes/2011/11/glazed-orange-pound-cake-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111118-wakeandbake-orangepoundcake-thumb-625xauto-200389.jpg,serves 12,2 hours,30 minutes
180161,Homemade Animal Crackers,http://www.seriouseats.com/recipes/2011/12/bravetart-homemade-animal-crackers-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/12/20111227rhino610-thumb-625xauto-208496.jpg,About 30 cookies,4 hours,30 minutes
180167,Homemade Milanos,http://www.seriouseats.com/recipes/2011/12/copycat-pepperidge-farm-milanos-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111129milanobite610-thumb-625xauto-202344.jpg,"makes 30, 2"" sandwich cookies",45 minutes,25 minutes
18017,Sunday Supper: Citrus-Braised Lamb Shanks,http://www.seriouseats.com/recipes/2008/03/citrus-braised-lamb-shanks-recipe.html,,4,,
180171,Nilla Knockoffs,http://www.seriouseats.com/recipes/2012/01/homemade-vanilla-wafers-nilla-wafer-knockoffs-copycat-recipe.html,http://www.seriouseats.com/recipes/assets_c/2012/01/20111231nillapile610-thumb-625xauto-209060.jpg,makes 100 tiny cookies,45 minutes,20 minutes
180178,Bonnie Prince Charlie,http://www.seriouseats.com/recipes/2011/11/bonnie-prince-charlie-sparkling-champagne-drambuie-cocktail.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111117-MQofS-BonniePrinceCharlie-thumb-625xauto-200452.jpg,Makes 1 cocktail,5 minutes,5 minutes
180179,Scotch Hot Toddy,http://www.seriouseats.com/recipes/2011/11/scotch-hot-toddy-cocktail-method-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111117-MQofS-HotToddy-thumb-625xauto-200453.jpg,Makes 1 cocktail,5 minutes,5 minutes
180180,The Jacobean,http://www.seriouseats.com/recipes/2011/11/the-jacobean-scotch-manhattan-charteuese-cocktail-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111117-MQofS-Jacobean-thumb-625xauto-200454.jpg,Makes 1 cocktail,5 minutes,5 minutes
180181,Lady of the Lake,http://www.seriouseats.com/recipes/2011/11/lady-of-the-lake-vodka-cocktail-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111117-MQofS-LadyoftheLake-thumb-625xauto-200455.jpg,Makes 1 cocktail,5 minutes,5 minutes
180182,The McQueen,http://www.seriouseats.com/recipes/2011/11/mcqueen-scotch-mezcal-cocktail-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111117-MQofS-McQueen-thumb-625xauto-200456.jpg,Makes 1 cocktail,5 minutes,5 minutes
180183,Presbyterian Revenge,http://www.seriouseats.com/recipes/2011/11/presbyterian-revenge-scotch-cynar-grapefruit-cocktail-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111117-MQofS-PresbyterianRevenge-thumb-625xauto-200457.jpg,Makes 1 cocktail,5 minutes,5 minutes
180240,Little Debbie-Style Christmas Tree Cakes,http://www.seriouseats.com/recipes/2011/12/homemade-little-debbie-christmas-cakes-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/12/20111212lildebbite610-thumb-625xauto-205051.jpg,14 mini-cakes,12 hours,3 hours
180249,Homemade Swiss Miss With Mini Marshmallows,http://www.seriouseats.com/recipes/2011/11/homemade-swiss-miss-hot-cocoa-mix-mini-marshmallows-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111122cococamix-thumb-625xauto-201194.jpg,10 mugs of cocoa,,
180254,Homemade Jell-O Style Chocolate Pudding,http://www.seriouseats.com/recipes/2012/01/how-to-make-jello-pudding-from-scratch-chocolate-pudding-recipe.html,http://www.seriouseats.com/recipes/assets_c/2012/01/20111231jellospoon610-thumb-625xauto-209061.jpg,makes 4 servings,4 hours,5 minutes
180297,Bread Baking: Browned Butter and Parmesan Grissini,http://www.seriouseats.com/recipes/2011/11/bread-baking-browned-butter-and-parmesan-gris.html,http://www.seriouseats.com/recipes/assets_c/2011/11/breadsticks-thumb-625xauto-200668.jpg,Makes 6 dozen grissini,"2 hours, 25 minutes",25 minutes
180316,Smoked Salmon Sandwiches with Curried Almonds ,http://www.seriouseats.com/recipes/2011/11/smoked-salmon-sandwiches-with-curried-almonds-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111119-127355-dinner-tonight-smoked-salmon-sandwiches-thumb-625xauto-200578.jpg,serves 4,20 minutes,20 minutes
180345,Classic Apple Crisp for Thanksgiving,http://www.seriouseats.com/recipes/2011/11/classic-apple-crisp-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111122-180345-classic-apple-crisp-thumb-625xauto-200613.jpg,Serves 8,85 minutes,20 minutes
18035,Easter Sunday Brunch: Grandma Barbe's Roast Pork,http://www.seriouseats.com/recipes/2008/03/easter-sunday-brunch-grandma-barbes-roast-por.html,,,,
180359,All-Purpose Gravy,http://www.seriouseats.com/recipes/2011/11/easy-all-purpose-gravy-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111120-180359-all-purpose-gravy-thumb-625xauto-200633.jpg,Makes about 3 cups,40 to 45 minutes,20 minutes
180418,Drinking in Season: Cranberry Crush,http://www.seriouseats.com/recipes/2011/12/drinking-in-season-cranberry-crush-whiskey-cocktail-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/201111-180418-seasonalcocktails-cranberrycrush-thumb-625xauto-200716.jpg,1,5 minutes,5 minutes
180438,Bonfire of the Cranberries,http://www.seriouseats.com/recipes/2011/11/bonfire-of-the-cranberries.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111118-180095-hanksgiving-primary-thumb-625xauto-200743.jpg,Makes 6 cups,,
180440,A Leek of Their Own Stuffing,http://www.seriouseats.com/recipes/2011/11/a-leek-of-their-own-stuffing.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111118-180095-hanksgiving-primary-thumb-625xauto-200743.jpg,,,
180442,Green Bean Mile,http://www.seriouseats.com/recipes/2011/11/green-bean-mile.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111118-180095-hanksgiving-primary-thumb-625xauto-200743.jpg,,,
180445,Pickled Cranberries,http://www.seriouseats.com/recipes/2011/11/pickled-cranberries-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111120-180434-finished-cranberries-610-thumb-625xauto-200755.jpg,makes 3 pints,24 hours,30 minutes
180476,Brown Sugar Cookies,http://www.seriouseats.com/recipes/2011/11/gingery-brown-sugar-cookies-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111121-cookiemonster-brownsugarcookies-thumb-625xauto-200813.jpg,About 30 cookies,25 minutes,15 minutes
180502,"Mesclun with Glazed Pecans, Goat Cheese and Dijon-Mustard Vinaigrette",http://www.seriouseats.com/recipes/2011/11/mesclun-with-glazed-pecans-goat-cheese-dijon-mustard-vinaigrette.html,http://www.seriouseats.com/recipes/assets_c/2011/11/2011-11-23-mixed-greens-glazed-pecans-goat-cheese-thumb-625xauto-200838.jpg,Serves 6,20 minutes,20 minutes
180524,Turkey Confit with Olive Oil,http://www.seriouseats.com/recipes/2011/11/turkey-confit-with-olive-oil-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111122-180525-nasty-bits-turkey-primary-thumb-625xauto-200935.jpg,serves 4 to 6,4 hours cooking plus overnight salting,1 hour
18054,Snapshots from Italy: Carrots in Marsala,http://www.seriouseats.com/recipes/2008/03/snapshots-from-italy-carrots-in-marsala-recipe.html,http://www.seriouseats.com/recipes/assets_c/2009/09/20080323-carrotbeauty-thumb-625xauto-49491.jpg,2-4 servings,,
180543,Brown Sugar Pound Cake,http://www.seriouseats.com/recipes/2011/11/brown-sugar-pound-cake-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111107-staffpick-meredith-thumb-625xauto-201276.jpg,Serves 8-10,,
18056,Dinner Tonight: Cuban Sandwich,http://www.seriouseats.com/recipes/2008/03/dinner-tonight-cuban-sandwich-recipe.html,http://www.seriouseats.com/recipes/assets_c/2009/09/cubansandwich-thumb-625xauto-49490.jpg,2,,
180581,The Outcider from Prime Meats,http://www.seriouseats.com/recipes/2011/11/prime-meats-hot-cider-whiskey-punch-the-outcider.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111114-PrimeMeats-2-thumb-625xauto-199606.jpg,Serves 6 people,,
180586,"Rosemary, Baby! from Prime Meats",http://www.seriouseats.com/recipes/2011/11/prime-meats-whiskey-aperol-punch-rosemary-baby.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111114-PrimeMeats-1-thumb-625xauto-201198.jpg,"Serves 12, plus extra rosemary infused Aperol and honey syrup",3 hours 10 minutes,10 minutes
180600,Pizza-Flavored Thanksgiving Stuffing (or Dressing),http://www.seriouseats.com/recipes/2011/11/pizza-flavored-thanksgiving-stuffing-or-dress.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111121-pizza-stuffing-primary-thumb-625xauto-200982.jpg,serves 5 to 7,2 1/2 hours,45 minutes
18061,Sack Lunch: A Luxurious and Deeply Aromatic Noodle Lunch,http://www.seriouseats.com/recipes/2008/03/sack-lunch-a-luxurious-and-deeply-aromatic-noodle-dish-recipe.html,http://www.seriouseats.com/recipes/assets_c/2009/09/sacklunch-thumb-625xauto-49488.jpg,,,
180611,Kentucky Hot Brown,http://www.seriouseats.com/recipes/2011/11/kentucky-hot-brown-mornay-sauce-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111122-hot-brown-louisville-kentucky-hangover-helper-primary-thumb-625xauto-201316.jpg,Makes 2 sandwiches,15 minutes,10 minutes
180628,Hot Chocolate Bread Pudding,http://www.seriouseats.com/recipes/2011/11/hot-chocolate-bread-pudding-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111122-180630-hot-chocolate-bread-pudding-thumb-625xauto-201016.jpg,12 servings,2 1/2 hours,1 hour
180657,Thai Red Curry Chicken Wings,http://www.seriouseats.com/recipes/2011/11/thai-red-curry-chicken-wings-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111122-dt-curry-lime-chicken-wings-thumb-625xauto-201037.jpg,serves 4,35,10
180668,"Pear, Pistachio, and Parsnip Soup ",http://www.seriouseats.com/recipes/2011/11/pear-pistachio-and-parsnip-soup-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111122-127355-dinner-tonight-pear-pistachio-parsnip-soup-thumb-625xauto-201048.jpg,serves 4,1 hour and 15 minutes,30 minutes
180722,Grilled Brussels Sprouts With Bacon,http://www.seriouseats.com/recipes/2011/11/grilling-brussels-sprouts-with-bacon.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111122-180722-brussels-sprouts-with-bacon-thumb-625xauto-201126.jpg,Serve 6,40 minutes,20 minutes
180745,DIY Tonic Water,http://www.seriouseats.com/recipes/2011/11/diy-tonic-water-homemade-tonic-for-gin-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111122-180741-diyvsbuy-diytonic-thumb-625xauto-201300.jpg,"Makes about 1 1/2 cups of syrup, enough for 6 cups of tonic water",3 hours and 10 minutes,1 hour and 10 minutes
18075,Fig Clafouti: Straddling the Pancake/Pudding Divide,http://www.seriouseats.com/recipes/2008/03/fig-clafouti-recipe-straddling-the-pancake-pudding-divide.html,http://www.seriouseats.com/recipes/assets_c/2009/09/20080325-driedfigs-thumb-625xauto-49482.jpg,6 servings,,
18077,Cook the Book: Brandied-Bacony Roast Chicken,http://www.seriouseats.com/recipes/2008/03/nigella-lawson-bacon-roast-chicken-recipe.html,,4,,
180794,From the Blender: Mellow Cranberry Smoothie,http://www.seriouseats.com/recipes/2011/11/from-the-blender-mellow-healthy-cranberry-smoothie-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111123-180788-mellow-cranberry-smoothie-thumb-625xauto-201229.jpg,Serves 2,5 minutes,5 minutes
180795,From the Blender: Purple Superfoods Smoothie,http://www.seriouseats.com/recipes/2011/12/from-the-blender-purple-superfoods-smoothie-blueberries-almonds-cacao.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111123-180792-purple-superfoods-smoothie-thumb-625xauto-201230.jpg,Serves 2,5 minutes,5 minutes
180797,From the Blender: Lean Green Smoothie,http://www.seriouseats.com/recipes/2011/11/from-the-blender-lean-green-smoothie-arugula-mango-recipe-healthy.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111123-180791-lean-green-smoothie-thumb-625xauto-201232.jpg,Serves 2,5 minutes,5 minutes
180799,From the Blender: Pumpkin Spice Smoothie,http://www.seriouseats.com/recipes/2011/11/from-the-blender-healthy-pumpkin-spice-smoothie.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111123-180790-pumpkin-spice-smoothie-thumb-625xauto-201234.jpg,Serves 2,5 minutes,5 minutes
18080,Cook the Book: Pappardelle with Escarole,http://www.seriouseats.com/recipes/2008/03/nigella-lawson-pappardelle-with-escarole-pasta-recipe.html,http://www.seriouseats.com/recipes/assets_c/2009/09/20080324-nigella-thumb-625xauto-49475.jpg,4 to 6,,
180800,From the Blender: The Virtuous Mary,http://www.seriouseats.com/recipes/2011/12/from-the-blender-the-virtuous-mary-savory-tomato-smoothie-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111122-180789-virtuous-mary-smoothie-thumb-625xauto-201235.jpg,Serves 2,5 minutes,5 minutes
18081,Cook the Book: Tuna and Crab Wraps,http://www.seriouseats.com/recipes/2008/03/nigella-lawson-tuna-and-crab-wraps-recipe.html,http://www.seriouseats.com/recipes/assets_c/2009/09/20080324-nigella-thumb-625xauto-49477.jpg,,,
18082,Cook the Book: Sesame Peanut Noodles,http://www.seriouseats.com/recipes/2008/03/nigella-lawson-20080328.html,http://www.seriouseats.com/recipes/assets_c/2009/09/20080324-nigella-thumb-625xauto-49476.jpg,,,
180821,Brandied Vanilla Pear Jam,http://www.seriouseats.com/recipes/2011/11/brandied-vanilla-pear-jam-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111127-180817-preserved-vanilla-pear-jam-primary-thumb-625xauto-201259.jpg,"Makes 5 cups, or 5 half-pint jars",1 hour 30 minutes,1 hour
18083,Cook the Book: Mexican Chicken Salad with Black Bean Salsa,http://www.seriouseats.com/recipes/2008/03/nigella-lawson-mexican-chicken-salad-black-bean-salsa-recipe.html,,4 to 6,,
180839,Pumpkin Amaretti Bread,http://www.seriouseats.com/recipes/2011/11/wake-and-bake-pumpkin-amaretti-bread-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111123-wakeandbake-pumpkinamarettibread-thumb-625xauto-201273.jpg,serves 8 to 10,1 hour,20 minutes
180868,Homemade McDonald's-Style Eggnog Shake,http://www.seriouseats.com/recipes/2011/12/bravetart-how-to-make-mcdonalds-eggnog-milkshake-at-home-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111128eggnogrecipe-thumb-625xauto-201984.jpg,4 shakes,7 hours,45 minutes
180880,Chocolate-Hazelnut Layer Cake,http://www.seriouseats.com/recipes/2011/11/let-them-eat-chocolate-hazelnut-layer-cake-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111129-127677-LTE-Chocolate-Hazelnut-Cake-PRIMARY-thumb-625xauto-201336.jpg,Serves 8 to 10,4 hours 30 minutes,1 hour 30 minutes
18091,Eating for Two: The Well-Rounded Pregnancy Cookbook,http://www.seriouseats.com/recipes/2008/03/eating-for-two-the-well-rounded-pregnancy-cookbook.html,http://www.seriouseats.com/recipes/assets_c/2009/09/cover-wellrounded-thumb-625xauto-49471.jpg,2,,
180939,Sunday Supper: Turkey Tamale Pie,http://www.seriouseats.com/recipes/2011/11/turkey-tamale-pie-recipe-leftover-thanksgiving-turkey.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111126-180939-sunday-supper-turkey-tamale-pie-2-primary-thumb-625xauto-202572.jpg,Serves 4,1 hour,20 minutes
18094,Dinner Tonight: Bucatini con Funghi,http://www.seriouseats.com/recipes/2008/03/dinner-tonight-bucatini-con-funghi.html,http://www.seriouseats.com/recipes/assets_c/2009/09/20080325-dinnertonight-thumb-625xauto-49470.jpg,4,,
180940,Sunday Brunch: Potato Cakes,http://www.seriouseats.com/recipes/2011/11/potato-cake-recipe-leftover-thanksgiving-mashed-potatoes.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111126-180940-sunday-brunch-potato-cakes-primary-thumb-625xauto-202571.jpg,Serves 4,20 minutes,20 minutes
180944,Leftover Thanksgiving Pie Milkshake,http://www.seriouseats.com/recipes/2011/11/pecan-pie-milkshake-leftover-thanksgiving-pie.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111128-180944-pieshake1-thumb-625xauto-201563.jpg,Serves 1,2 minutes,2 minutes
180983,Gluten-Free Tuesday: Mini-Coffee Cakes,http://www.seriouseats.com/recipes/2011/11/gluten-free-mini-coffee-cakes-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111129-180983-gftues-coffeecake-primary-thumb-625xauto-202274.jpg,makes 30 individual coffee cakes,about one hour,about 20 minutes
181082,Gum Paste ,http://www.seriouseats.com/recipes/2011/11/how-to-make-gum-paste-how-to-work-with-ingredients.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111102-179926-gum-paste-610x458-40-thumb-625xauto-201578.jpg,,at least 12 hours,20 minutes
181087,Driller Cupcakes,http://www.seriouseats.com/recipes/2011/11/driller-cupcakes-bacon-cupcake-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111126-181087-driller-cupcake-thumb-625xauto-201582.jpg,makes 12 cupcakes,2 hours,1 hour
18115,The Sweet Melissa Baking Book: Sweet Muffins,http://www.seriouseats.com/recipes/2008/03/the-sweet-melissa-baking-book-sweet-muffins.html,,12 servings,,
18116,The Sweet Melissa Baking Book: Toasted Almond Lemon Bars,http://www.seriouseats.com/recipes/2008/04/the-sweet-melissa-baking-book-toasted-almond-lemon-bars-recipe.html,http://www.seriouseats.com/recipes/assets_c/2009/09/20080331-sweetmelissa-thumb-625xauto-49456.jpg,12 servings,,
18118,"Lamb, Olive, and Caramelized Onion Tagine",http://www.seriouseats.com/recipes/2008/03/lamb-olive-and-caramelized-onion-tagine-recipe.html,,6 to 8,,
181187,Andrew Carmellini's Lamb Chili with Chickpeas and Raita,http://www.seriouseats.com/recipes/2011/11/lamb-chili-with-chickpeas-and-raita.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111127-181187-lamb-chili-with-chickpeas-and-raita-thumb-625xauto-201717.jpg,serves 4 to 6,3 hours,45 minutes
18119,The Sweet Melissa Baking Book: Brooklyn Brownout Cake,http://www.seriouseats.com/recipes/2008/04/sweet-melissa-brooklyn-brownout-cake-recipe.html,http://www.seriouseats.com/recipes/assets_c/2009/09/20080331-sweetmelissa-thumb-625xauto-49455.jpg,,,
181190,"Smoked Salmon with Shrimp, Horseradish Cream and Lime Vinaigrette",http://www.seriouseats.com/recipes/2011/12/smoked-salmon-with-shrimp-horseradish-cream-and-lime-vinaigrette.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111119-127355-dinner-tonight-smoked-salmon-shrimp-horseradish-thumb-625xauto-201716.jpg,serves 2,30 minutes,30 minutes
181196,Bone Broth and Dipping Sauce,http://www.seriouseats.com/recipes/2011/11/bone-broth-and-dipping-sauce-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111129-bone-broth-recipe-primary-thumb-625xauto-202573.jpg,serves 4 to 6,about 3 hours,20 minutes
181198,Sauced: Worcestershire Sauce ,http://www.seriouseats.com/recipes/2011/11/sauced-worcestershire-sauce-recipe.html,http://www.seriouseats.com/recipes/assets_c/2011/11/20111127-181198-worcestershire-sauce-thumb-625xauto-201733.jpg,Makes about 2 cups,3 weeks,20 minutes
